timestamp,temperature_C,humidity_%,CO_ppm,action
2025-10-01T00:45:00+07:00,23.76,75.21,20.7,high_humidity_turn_on_AC
2025-10-01T00:46:00+07:00,23.75,75.28,20.29,high_humidity_turn_on_AC
2025-10-01T00:47:00+07:00,23.72,75.47,20.57,high_humidity_turn_on_AC
2025-10-01T00:48:00+07:00,23.75,75.48,20.23,high_humidity_turn_on_AC
2025-10-01T00:49:00+07:00,23.73,76.18,21.06,high_humidity_turn_on_AC
2025-10-01T00:50:00+07:00,23.71,75.74,20.71,high_humidity_turn_on_AC
2025-10-01T00:51:00+07:00,23.76,76.02,20.37,high_humidity_turn_on_AC
2025-10-01T00:52:00+07:00,23.67,76.17,21.07,high_humidity_turn_on_AC
2025-10-01T00:53:00+07:00,23.71,75.41,20.27,high_humidity_turn_on_AC
2025-10-01T00:54:00+07:00,23.7,75.77,20.98,high_humidity_turn_on_AC
2025-10-01T00:55:00+07:00,23.71,75.68,20.96,high_humidity_turn_on_AC
2025-10-01T00:56:00+07:00,23.7,75.78,21.24,high_humidity_turn_on_AC
2025-10-01T00:57:00+07:00,23.68,75.9,21.01,high_humidity_turn_on_AC
2025-10-01T00:58:00+07:00,23.7,76.15,21.17,high_humidity_turn_on_AC
2025-10-01T00:59:00+07:00,23.68,75.9,20.43,high_humidity_turn_on_AC
2025-10-01T01:00:00+07:00,23.62,75.83,21.33,high_humidity_turn_on_AC
2025-10-01T01:01:00+07:00,23.66,76.27,21.23,high_humidity_turn_on_AC
2025-10-01T01:02:00+07:00,23.66,75.79,20.84,high_humidity_turn_on_AC
2025-10-01T01:03:00+07:00,23.62,75.39,20.68,high_humidity_turn_on_AC
2025-10-01T01:04:00+07:00,23.64,75.48,21.27,high_humidity_turn_on_AC
2025-10-01T01:05:00+07:00,23.6,75.45,20.46,high_humidity_turn_on_AC
2025-10-01T01:06:00+07:00,23.62,76.2,21.16,high_humidity_turn_on_AC
2025-10-01T01:07:00+07:00,23.61,75.65,20.91,high_humidity_turn_on_AC
2025-10-01T01:08:00+07:00,23.66,76.3,21.05,high_humidity_turn_on_AC
2025-10-01T01:09:00+07:00,23.65,75.52,21.34,high_humidity_turn_on_AC
2025-10-01T01:10:00+07:00,23.6,75.96,21.3,high_humidity_turn_on_AC
2025-10-01T01:11:00+07:00,23.59,75.66,21.2,high_humidity_turn_on_AC
2025-10-01T01:12:00+07:00,23.59,75.71,20.59,high_humidity_turn_on_AC
2025-10-01T01:13:00+07:00,23.61,76.0,20.64,high_humidity_turn_on_AC
2025-10-01T01:14:00+07:00,23.63,75.82,21.01,high_humidity_turn_on_AC
2025-10-01T01:15:00+07:00,23.61,76.1,20.82,high_humidity_turn_on_AC
2025-10-01T01:16:00+07:00,23.59,75.95,20.78,high_humidity_turn_on_AC
2025-10-01T01:17:00+07:00,23.59,76.15,20.91,high_humidity_turn_on_AC
2025-10-01T01:18:00+07:00,23.57,76.54,21.2,high_humidity_turn_on_AC
2025-10-01T01:19:00+07:00,23.6,75.68,20.69,high_humidity_turn_on_AC
2025-10-01T01:20:00+07:00,23.52,76.53,20.69,high_humidity_turn_on_AC
2025-10-01T01:21:00+07:00,23.59,76.17,21.57,high_humidity_turn_on_AC
2025-10-01T01:22:00+07:00,23.56,76.47,21.25,high_humidity_turn_on_AC
2025-10-01T01:23:00+07:00,23.49,75.7,20.76,high_humidity_turn_on_AC
2025-10-01T01:24:00+07:00,23.5,76.58,20.84,high_humidity_turn_on_AC
2025-10-01T01:25:00+07:00,23.53,76.55,21.3,high_humidity_turn_on_AC
2025-10-01T01:26:00+07:00,23.48,76.61,20.79,high_humidity_turn_on_AC
2025-10-01T01:27:00+07:00,23.48,76.11,21.03,high_humidity_turn_on_AC
2025-10-01T01:28:00+07:00,23.51,76.32,20.76,high_humidity_turn_on_AC
2025-10-01T01:29:00+07:00,23.48,76.62,21.59,high_humidity_turn_on_AC
2025-10-01T01:30:00+07:00,23.49,76.56,21.5,high_humidity_turn_on_AC
2025-10-01T01:31:00+07:00,23.5,76.23,21.37,high_humidity_turn_on_AC
2025-10-01T01:32:00+07:00,23.48,76.54,21.1,high_humidity_turn_on_AC
2025-10-01T01:33:00+07:00,23.52,76.65,21.29,high_humidity_turn_on_AC
2025-10-01T01:34:00+07:00,23.44,76.38,20.86,high_humidity_turn_on_AC
2025-10-01T01:35:00+07:00,23.43,76.05,21.25,high_humidity_turn_on_AC
2025-10-01T01:36:00+07:00,23.47,76.63,21.39,high_humidity_turn_on_AC
2025-10-01T01:37:00+07:00,23.47,76.17,21.64,high_humidity_turn_on_AC
2025-10-01T01:38:00+07:00,23.42,76.44,21.08,high_humidity_turn_on_AC
2025-10-01T01:39:00+07:00,23.48,76.68,21.19,high_humidity_turn_on_AC
2025-10-01T01:40:00+07:00,23.45,76.62,21.18,high_humidity_turn_on_AC
2025-10-01T01:41:00+07:00,23.42,76.77,21.73,high_humidity_turn_on_AC
2025-10-01T01:42:00+07:00,23.47,76.57,21.58,high_humidity_turn_on_AC
2025-10-01T01:43:00+07:00,23.47,76.8,21.33,high_humidity_turn_on_AC
2025-10-01T01:44:00+07:00,23.38,76.65,21.82,high_humidity_turn_on_AC
2025-10-01T01:45:00+07:00,23.39,76.12,21.26,high_humidity_turn_on_AC
2025-10-01T01:46:00+07:00,23.37,76.6,21.67,high_humidity_turn_on_AC
2025-10-01T01:47:00+07:00,23.42,76.43,21.36,high_humidity_turn_on_AC
2025-10-01T01:48:00+07:00,23.41,76.7,21.84,high_humidity_turn_on_AC
2025-10-01T01:49:00+07:00,23.43,76.42,21.74,high_humidity_turn_on_AC
2025-10-01T01:50:00+07:00,23.38,76.5,21.1,high_humidity_turn_on_AC
2025-10-01T01:51:00+07:00,23.4,76.91,21.36,high_humidity_turn_on_AC
2025-10-01T01:52:00+07:00,23.33,76.95,21.68,high_humidity_turn_on_AC
2025-10-01T01:53:00+07:00,23.33,76.29,21.23,high_humidity_turn_on_AC
2025-10-01T01:54:00+07:00,23.36,76.99,21.43,high_humidity_turn_on_AC
2025-10-01T01:55:00+07:00,23.36,76.81,21.46,high_humidity_turn_on_AC
2025-10-01T01:56:00+07:00,23.34,76.96,21.33,high_humidity_turn_on_AC
2025-10-01T01:57:00+07:00,23.35,76.81,21.29,high_humidity_turn_on_AC
2025-10-01T01:58:00+07:00,23.34,76.42,21.93,high_humidity_turn_on_AC
2025-10-01T01:59:00+07:00,23.3,76.25,22.03,high_humidity_turn_on_AC
2025-10-01T02:00:00+07:00,23.3,76.59,21.75,high_humidity_turn_on_AC
2025-10-01T02:01:00+07:00,23.36,76.58,21.78,high_humidity_turn_on_AC
2025-10-01T02:02:00+07:00,23.31,76.24,21.4,high_humidity_turn_on_AC
2025-10-01T02:03:00+07:00,23.3,77.13,21.22,high_humidity_turn_on_AC
2025-10-01T02:04:00+07:00,23.26,77.1,21.37,high_humidity_turn_on_AC
2025-10-01T02:05:00+07:00,23.25,76.99,21.38,high_humidity_turn_on_AC
2025-10-01T02:06:00+07:00,23.28,77.03,21.89,high_humidity_turn_on_AC
2025-10-01T02:07:00+07:00,23.34,76.39,21.33,high_humidity_turn_on_AC
2025-10-01T02:08:00+07:00,23.3,76.46,21.91,high_humidity_turn_on_AC
2025-10-01T02:09:00+07:00,23.27,76.58,21.31,high_humidity_turn_on_AC
2025-10-01T02:10:00+07:00,23.32,76.64,21.48,high_humidity_turn_on_AC
2025-10-01T02:11:00+07:00,23.24,76.87,22.23,high_humidity_turn_on_AC
2025-10-01T02:12:00+07:00,23.27,76.53,21.92,high_humidity_turn_on_AC
2025-10-01T02:13:00+07:00,23.25,77.05,21.46,high_humidity_turn_on_AC
2025-10-01T02:14:00+07:00,23.27,77.05,22.02,high_humidity_turn_on_AC
2025-10-01T02:15:00+07:00,23.22,77.32,21.94,high_humidity_turn_on_AC
2025-10-01T02:16:00+07:00,23.28,77.06,21.94,high_humidity_turn_on_AC
2025-10-01T02:17:00+07:00,23.28,76.86,21.75,high_humidity_turn_on_AC
2025-10-01T02:18:00+07:00,23.2,76.52,22.27,high_humidity_turn_on_AC
2025-10-01T02:19:00+07:00,23.23,77.29,22.3,high_humidity_turn_on_AC
2025-10-01T02:20:00+07:00,23.21,77.31,22.45,high_humidity_turn_on_AC
2025-10-01T02:21:00+07:00,23.19,76.54,21.89,high_humidity_turn_on_AC
2025-10-01T02:22:00+07:00,23.21,76.8,21.61,high_humidity_turn_on_AC
2025-10-01T02:23:00+07:00,23.17,76.7,21.73,high_humidity_turn_on_AC
2025-10-01T02:24:00+07:00,23.2,77.44,21.65,high_humidity_turn_on_AC
2025-10-01T02:25:00+07:00,23.23,77.3,21.79,high_humidity_turn_on_AC
2025-10-01T02:26:00+07:00,23.21,76.6,21.88,high_humidity_turn_on_AC
2025-10-01T02:27:00+07:00,23.15,77.12,21.98,high_humidity_turn_on_AC
2025-10-01T02:28:00+07:00,23.14,77.33,22.47,high_humidity_turn_on_AC
2025-10-01T02:29:00+07:00,23.21,76.6,21.85,high_humidity_turn_on_AC
2025-10-01T02:30:00+07:00,23.14,76.67,22.38,high_humidity_turn_on_AC
2025-10-01T02:31:00+07:00,23.21,77.6,21.64,high_humidity_turn_on_AC
2025-10-01T02:32:00+07:00,23.13,76.98,21.65,high_humidity_turn_on_AC
2025-10-01T02:33:00+07:00,23.17,76.87,21.92,high_humidity_turn_on_AC
2025-10-01T02:34:00+07:00,23.13,77.25,21.99,high_humidity_turn_on_AC
2025-10-01T02:35:00+07:00,23.17,76.83,21.99,high_humidity_turn_on_AC
2025-10-01T02:36:00+07:00,23.14,76.98,22.5,high_humidity_turn_on_AC
2025-10-01T02:37:00+07:00,23.11,77.07,22.43,high_humidity_turn_on_AC
2025-10-01T02:38:00+07:00,23.15,76.91,21.77,high_humidity_turn_on_AC
2025-10-01T02:39:00+07:00,23.11,77.43,22.6,high_humidity_turn_on_AC
2025-10-01T02:40:00+07:00,23.08,76.75,22.37,high_humidity_turn_on_AC
2025-10-01T02:41:00+07:00,23.12,76.76,21.85,high_humidity_turn_on_AC
2025-10-01T02:42:00+07:00,23.11,77.4,22.57,high_humidity_turn_on_AC
2025-10-01T02:43:00+07:00,23.05,77.45,22.64,high_humidity_turn_on_AC
2025-10-01T02:44:00+07:00,23.06,77.29,22.52,high_humidity_turn_on_AC
2025-10-01T02:45:00+07:00,23.09,77.71,22.49,high_humidity_turn_on_AC
2025-10-01T02:46:00+07:00,23.11,76.83,21.84,high_humidity_turn_on_AC
2025-10-01T02:47:00+07:00,23.04,77.79,22.33,high_humidity_turn_on_AC
2025-10-01T02:48:00+07:00,23.1,77.07,22.51,high_humidity_turn_on_AC
2025-10-01T02:49:00+07:00,23.02,77.52,22.0,high_humidity_turn_on_AC
2025-10-01T02:50:00+07:00,23.09,77.74,22.59,high_humidity_turn_on_AC
2025-10-01T02:51:00+07:00,23.09,77.69,22.48,high_humidity_turn_on_AC
2025-10-01T02:52:00+07:00,23.0,77.16,21.96,high_humidity_turn_on_AC
2025-10-01T02:53:00+07:00,23.03,77.54,22.73,high_humidity_turn_on_AC
2025-10-01T02:54:00+07:00,23.07,77.56,22.89,high_humidity_turn_on_AC
2025-10-01T02:55:00+07:00,22.99,77.45,22.4,high_humidity_turn_on_AC
2025-10-01T02:56:00+07:00,23.01,77.04,22.27,high_humidity_turn_on_AC
2025-10-01T02:57:00+07:00,23.01,77.04,22.22,high_humidity_turn_on_AC
2025-10-01T02:58:00+07:00,23.05,77.72,21.99,high_humidity_turn_on_AC
2025-10-01T02:59:00+07:00,23.0,77.49,22.12,high_humidity_turn_on_AC
2025-10-01T03:00:00+07:00,23.01,77.53,22.51,high_humidity_turn_on_AC
2025-10-01T03:01:00+07:00,22.97,77.19,22.55,high_humidity_turn_on_AC
2025-10-01T03:02:00+07:00,22.98,77.09,22.42,high_humidity_turn_on_AC
2025-10-01T03:03:00+07:00,23.01,77.62,22.13,high_humidity_turn_on_AC
2025-10-01T03:04:00+07:00,23.01,77.88,22.35,high_humidity_turn_on_AC
2025-10-01T03:05:00+07:00,22.93,78.08,22.12,high_humidity_turn_on_AC
2025-10-01T03:06:00+07:00,22.93,77.32,23.04,high_humidity_turn_on_AC
2025-10-01T03:07:00+07:00,22.95,77.56,22.95,high_humidity_turn_on_AC
2025-10-01T03:08:00+07:00,23.0,77.42,22.7,high_humidity_turn_on_AC
2025-10-01T03:09:00+07:00,22.92,77.88,22.89,high_humidity_turn_on_AC
2025-10-01T03:10:00+07:00,22.94,77.7,22.72,high_humidity_turn_on_AC
2025-10-01T03:11:00+07:00,22.92,77.94,22.44,high_humidity_turn_on_AC
2025-10-01T03:12:00+07:00,22.94,77.37,22.63,high_humidity_turn_on_AC
2025-10-01T03:13:00+07:00,22.89,77.57,22.95,high_humidity_turn_on_AC
2025-10-01T03:14:00+07:00,22.92,77.44,23.14,high_humidity_turn_on_AC
2025-10-01T03:15:00+07:00,22.95,78.11,22.51,high_humidity_turn_on_AC
2025-10-01T03:16:00+07:00,22.86,77.97,22.61,high_humidity_turn_on_AC
2025-10-01T03:17:00+07:00,22.91,77.58,23.19,high_humidity_turn_on_AC
2025-10-01T03:18:00+07:00,22.91,77.26,23.2,high_humidity_turn_on_AC
2025-10-01T03:19:00+07:00,22.9,77.76,23.05,high_humidity_turn_on_AC
2025-10-01T03:20:00+07:00,22.91,77.68,22.89,high_humidity_turn_on_AC
2025-10-01T03:21:00+07:00,22.9,77.93,22.72,high_humidity_turn_on_AC
2025-10-01T03:22:00+07:00,22.87,77.9,23.27,high_humidity_turn_on_AC
2025-10-01T03:23:00+07:00,22.84,77.95,22.36,high_humidity_turn_on_AC
2025-10-01T03:24:00+07:00,22.88,77.54,22.99,high_humidity_turn_on_AC
2025-10-01T03:25:00+07:00,22.89,77.48,23.0,high_humidity_turn_on_AC
2025-10-01T03:26:00+07:00,22.88,77.39,22.89,high_humidity_turn_on_AC
2025-10-01T03:27:00+07:00,22.9,77.56,23.18,high_humidity_turn_on_AC
2025-10-01T03:28:00+07:00,22.8,77.61,22.88,high_humidity_turn_on_AC
2025-10-01T03:29:00+07:00,22.85,78.12,22.48,high_humidity_turn_on_AC
2025-10-01T03:30:00+07:00,22.83,77.43,23.18,high_humidity_turn_on_AC
2025-10-01T03:31:00+07:00,22.8,78.22,22.56,high_humidity_turn_on_AC
2025-10-01T03:32:00+07:00,22.77,77.79,22.96,high_humidity_turn_on_AC
2025-10-01T03:33:00+07:00,22.8,78.12,22.87,high_humidity_turn_on_AC
2025-10-01T03:34:00+07:00,22.8,78.08,23.41,high_humidity_turn_on_AC
2025-10-01T03:35:00+07:00,22.77,78.48,23.38,high_humidity_turn_on_AC
2025-10-01T03:36:00+07:00,22.83,77.62,23.06,high_humidity_turn_on_AC
2025-10-01T03:37:00+07:00,22.78,77.59,23.46,high_humidity_turn_on_AC
2025-10-01T03:38:00+07:00,22.75,78.46,23.01,high_humidity_turn_on_AC
2025-10-01T03:39:00+07:00,22.76,78.05,22.67,high_humidity_turn_on_AC
2025-10-01T03:40:00+07:00,22.81,78.49,23.21,high_humidity_turn_on_AC
2025-10-01T03:41:00+07:00,22.81,78.13,22.59,high_humidity_turn_on_AC
2025-10-01T03:42:00+07:00,22.72,78.56,23.43,high_humidity_turn_on_AC
2025-10-01T03:43:00+07:00,22.72,78.58,22.77,high_humidity_turn_on_AC
2025-10-01T03:44:00+07:00,22.7,78.14,22.76,high_humidity_turn_on_AC
2025-10-01T03:45:00+07:00,22.76,77.63,23.5,high_humidity_turn_on_AC
2025-10-01T03:46:00+07:00,22.78,78.55,23.18,high_humidity_turn_on_AC
2025-10-01T03:47:00+07:00,22.72,77.85,22.81,high_humidity_turn_on_AC
2025-10-01T03:48:00+07:00,22.73,78.04,23.52,high_humidity_turn_on_AC
2025-10-01T03:49:00+07:00,22.72,78.51,23.42,high_humidity_turn_on_AC
2025-10-01T03:50:00+07:00,22.77,77.79,22.9,high_humidity_turn_on_AC
2025-10-01T03:51:00+07:00,22.75,78.05,22.82,high_humidity_turn_on_AC
2025-10-01T03:52:00+07:00,22.67,78.37,23.44,high_humidity_turn_on_AC
2025-10-01T03:53:00+07:00,22.7,77.84,22.99,high_humidity_turn_on_AC
2025-10-01T03:54:00+07:00,22.68,78.41,23.58,high_humidity_turn_on_AC
2025-10-01T03:55:00+07:00,22.65,78.02,23.38,high_humidity_turn_on_AC
2025-10-01T03:56:00+07:00,22.72,77.88,23.65,high_humidity_turn_on_AC
2025-10-01T03:57:00+07:00,22.69,77.95,23.53,high_humidity_turn_on_AC
2025-10-01T03:58:00+07:00,22.68,78.01,23.0,high_humidity_turn_on_AC
2025-10-01T03:59:00+07:00,22.63,78.02,22.95,high_humidity_turn_on_AC
2025-10-01T04:00:00+07:00,22.71,78.79,22.97,high_humidity_turn_on_AC
2025-10-01T04:01:00+07:00,22.63,78.46,23.55,high_humidity_turn_on_AC
2025-10-01T04:02:00+07:00,22.7,78.03,22.89,high_humidity_turn_on_AC
2025-10-01T04:03:00+07:00,22.63,77.92,23.83,high_humidity_turn_on_AC
2025-10-01T04:04:00+07:00,22.66,78.27,23.19,high_humidity_turn_on_AC
2025-10-01T04:05:00+07:00,22.61,78.87,23.13,high_humidity_turn_on_AC
2025-10-01T04:06:00+07:00,22.61,78.25,23.33,high_humidity_turn_on_AC
2025-10-01T04:07:00+07:00,22.6,78.57,23.65,high_humidity_turn_on_AC
2025-10-01T04:08:00+07:00,22.62,78.47,23.47,high_humidity_turn_on_AC
2025-10-01T04:09:00+07:00,22.64,77.99,23.11,high_humidity_turn_on_AC
2025-10-01T04:10:00+07:00,22.62,78.33,23.78,high_humidity_turn_on_AC
2025-10-01T04:11:00+07:00,22.6,78.33,23.18,high_humidity_turn_on_AC
2025-10-01T04:12:00+07:00,22.61,78.61,23.26,high_humidity_turn_on_AC
2025-10-01T04:13:00+07:00,22.57,78.43,23.95,high_humidity_turn_on_AC
2025-10-01T04:14:00+07:00,22.58,78.83,23.5,high_humidity_turn_on_AC
2025-10-01T04:15:00+07:00,22.55,78.9,23.63,high_humidity_turn_on_AC
2025-10-01T04:16:00+07:00,22.6,78.15,23.09,high_humidity_turn_on_AC
2025-10-01T04:17:00+07:00,22.54,78.52,23.42,high_humidity_turn_on_AC
2025-10-01T04:18:00+07:00,22.56,78.6,23.16,high_humidity_turn_on_AC
2025-10-01T04:19:00+07:00,22.55,78.54,23.6,high_humidity_turn_on_AC
2025-10-01T04:20:00+07:00,22.55,78.76,23.92,high_humidity_turn_on_AC
2025-10-01T04:21:00+07:00,22.51,78.74,23.57,high_humidity_turn_on_AC
2025-10-01T04:22:00+07:00,22.51,78.96,23.49,high_humidity_turn_on_AC
2025-10-01T04:23:00+07:00,22.56,78.98,23.49,high_humidity_turn_on_AC
2025-10-01T04:24:00+07:00,22.54,78.43,23.71,high_humidity_turn_on_AC
2025-10-01T04:25:00+07:00,22.51,78.52,23.71,high_humidity_turn_on_AC
2025-10-01T04:26:00+07:00,22.51,78.74,23.72,high_humidity_turn_on_AC
2025-10-01T04:27:00+07:00,22.53,79.12,23.27,high_humidity_turn_on_AC
2025-10-01T04:28:00+07:00,22.55,79.05,24.17,high_humidity_turn_on_AC
2025-10-01T04:29:00+07:00,22.5,78.98,23.9,high_humidity_turn_on_AC
2025-10-01T04:30:00+07:00,22.45,78.68,23.75,high_humidity_turn_on_AC
2025-10-01T04:31:00+07:00,22.52,78.79,23.31,high_humidity_turn_on_AC
2025-10-01T04:32:00+07:00,22.53,79.23,23.64,high_humidity_turn_on_AC
2025-10-01T04:33:00+07:00,22.46,78.76,24.11,high_humidity_turn_on_AC
2025-10-01T04:34:00+07:00,22.48,78.92,23.47,high_humidity_turn_on_AC
2025-10-01T04:35:00+07:00,22.43,78.76,23.58,high_humidity_turn_on_AC
2025-10-01T04:36:00+07:00,22.47,78.74,23.86,high_humidity_turn_on_AC
2025-10-01T04:37:00+07:00,22.42,78.4,24.32,high_humidity_turn_on_AC
2025-10-01T04:38:00+07:00,22.45,79.33,23.59,high_humidity_turn_on_AC
2025-10-01T04:39:00+07:00,22.41,78.78,23.76,high_humidity_turn_on_AC
2025-10-01T04:40:00+07:00,22.42,79.17,24.33,high_humidity_turn_on_AC
2025-10-01T04:41:00+07:00,22.4,78.53,23.42,high_humidity_turn_on_AC
2025-10-01T04:42:00+07:00,22.44,79.09,23.78,high_humidity_turn_on_AC
2025-10-01T04:43:00+07:00,22.4,78.86,23.93,high_humidity_turn_on_AC
2025-10-01T04:44:00+07:00,22.37,78.46,24.44,high_humidity_turn_on_AC
2025-10-01T04:45:00+07:00,22.38,78.82,24.45,high_humidity_turn_on_AC
2025-10-01T04:46:00+07:00,22.37,79.44,23.7,high_humidity_turn_on_AC
2025-10-01T04:47:00+07:00,22.45,78.72,23.94,high_humidity_turn_on_AC
2025-10-01T04:48:00+07:00,22.37,78.62,24.41,high_humidity_turn_on_AC
2025-10-01T04:49:00+07:00,22.4,79.13,24.05,high_humidity_turn_on_AC
2025-10-01T04:50:00+07:00,22.4,79.52,24.52,high_humidity_turn_on_AC
2025-10-01T04:51:00+07:00,22.39,79.06,24.41,high_humidity_turn_on_AC
2025-10-01T04:52:00+07:00,22.4,78.64,24.4,high_humidity_turn_on_AC
2025-10-01T04:53:00+07:00,22.4,79.04,24.15,high_humidity_turn_on_AC
2025-10-01T04:54:00+07:00,22.37,78.64,23.69,high_humidity_turn_on_AC
2025-10-01T04:55:00+07:00,22.31,79.26,23.68,high_humidity_turn_on_AC
2025-10-01T04:56:00+07:00,22.32,78.94,23.77,high_humidity_turn_on_AC
2025-10-01T04:57:00+07:00,22.33,79.19,24.46,high_humidity_turn_on_AC
2025-10-01T04:58:00+07:00,22.34,79.0,24.35,high_humidity_turn_on_AC
2025-10-01T04:59:00+07:00,22.33,79.36,23.97,high_humidity_turn_on_AC
2025-10-01T05:00:00+07:00,22.34,78.8,24.58,high_humidity_turn_on_AC
2025-10-01T05:01:00+07:00,22.37,79.07,24.46,high_humidity_turn_on_AC
2025-10-01T05:02:00+07:00,22.32,78.99,24.65,high_humidity_turn_on_AC
2025-10-01T05:03:00+07:00,22.34,78.81,24.18,high_humidity_turn_on_AC
2025-10-01T05:04:00+07:00,22.27,79.27,24.06,high_humidity_turn_on_AC
2025-10-01T05:05:00+07:00,22.35,79.41,24.43,high_humidity_turn_on_AC
2025-10-01T05:06:00+07:00,22.31,79.59,24.12,high_humidity_turn_on_AC
2025-10-01T05:07:00+07:00,22.31,79.35,23.87,high_humidity_turn_on_AC
2025-10-01T05:08:00+07:00,22.32,79.65,24.5,high_humidity_turn_on_AC
2025-10-01T05:09:00+07:00,22.24,79.33,24.05,high_humidity_turn_on_AC
2025-10-01T05:10:00+07:00,22.3,79.67,24.53,high_humidity_turn_on_AC
2025-10-01T05:11:00+07:00,22.28,79.09,24.81,high_humidity_turn_on_AC
2025-10-01T05:12:00+07:00,22.27,79.67,24.77,high_humidity_turn_on_AC
2025-10-01T05:13:00+07:00,22.29,79.47,24.2,high_humidity_turn_on_AC
2025-10-01T05:14:00+07:00,22.27,78.95,24.65,high_humidity_turn_on_AC
2025-10-01T05:15:00+07:00,22.2,79.18,24.71,high_humidity_turn_on_AC
2025-10-01T05:16:00+07:00,22.27,79.85,24.12,high_humidity_turn_on_AC
2025-10-01T05:17:00+07:00,22.27,79.49,24.13,high_humidity_turn_on_AC
2025-10-01T05:18:00+07:00,22.21,79.21,24.39,high_humidity_turn_on_AC
2025-10-01T05:19:00+07:00,22.18,79.23,24.86,high_humidity_turn_on_AC
2025-10-01T05:20:00+07:00,22.25,79.38,24.4,high_humidity_turn_on_AC
2025-10-01T05:21:00+07:00,22.19,79.45,24.35,high_humidity_turn_on_AC
2025-10-01T05:22:00+07:00,22.17,79.16,24.23,high_humidity_turn_on_AC
2025-10-01T05:23:00+07:00,22.19,79.65,24.31,high_humidity_turn_on_AC
